"ID
(#):","Week
(#):","Date
(mm-dd-yy):","Distance
(mi):","Time
(h:m:s):","Minutes
(min):","Pace
(min/mi):","Elevation Gain
(ft):","Max Elevation
(ft):","Calories
(Cal):",App:,Shoes:,City:,Run Type:,Terrain:,Group Name:,Location Note:
386,68,01-10-26,7.38,1:01:22,61.37,8:19,113,2459,998,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
387,68,01-10-26,6.57,0:57:37,57.62,8:46,61,2427,886,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
388,68,01-11-26,6.26,0:49:58,49.97,7:59,59,2427,845,Strava,Asics Gel-Contend 7,Caldwell,Solo,Concrete,,
389,68,01-11-26,11.11,1:38:26,98.43,8:52,167,2459,1501,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
390,69,01-12-26,6.26,0:55:56,55.93,8:56,109,2459,848,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
391,69,01-13-26,7.48,1:02:30,62.50,8:21,114,2459,1012,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
392,69,01-14-26,7.37,1:04:50,64.83,8:48,114,2459,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
393,69,01-15-26,6.90,0:59:30,59.50,8:37,59,2427,931,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
394,69,01-16-26,7.36,1:02:12,62.20,8:27,114,2459,996,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
395,69,01-17-26,7.33,1:02:17,62.28,8:30,113,2459,995,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
396,69,01-18-26,7.37,1:06:28,66.47,9:01,120,2459,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
397,70,01-19-26,3.99,0:34:42,34.70,8:42,33,2427,538,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
398,70,01-20-26,7.77,1:11:19,71.32,9:11,120,2459,1052,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
399,70,01-21-26,7.87,1:08:30,68.50,8:42,104,2551,1063,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
400,70,01-22-26,1.54,0:14:31,14.52,9:26,23,2427,209,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
401,70,01-25-26,7.37,1:01:53,61.88,8:24,114,2459,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
402,71,01-26-26,7.37,1:05:09,65.15,8:50,113,2459,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
403,71,01-26-26,6.16,0:52:11,52.18,8:28,109,2459,833,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
404,71,01-27-26,3.95,0:33:08,33.13,8:23,36,2427,534,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
405,71,01-28-26,3.95,0:33:00,33.00,8:21,36,2427,534,None,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
406,71,01-29-26,7.39,1:08:56,68.93,9:20,114,2459,1000,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
407,71,01-31-26,7.37,1:07:00,67.00,9:05,113,2459,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
408,71,02-01-26,6.25,0:57:36,57.60,9:13,109,2459,846,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
409,72,02-03-26,7.37,1:05:43,65.72,8:55,113,2459,997,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
410,72,02-04-26,7.50,1:05:37,65.62,8:45,122,2459,1015,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
411,72,02-06-26,7.38,1:02:33,62.55,8:29,114,2459,999,Strava,Asics Gel-Venture 10,Caldwell,Solo,Concrete,,
412,73,02-09-26,7.66,1:03:38,63.63,8:18,123,2459,1036,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
413,73,02-10-26,6.35,0:55:04,55.07,8:40,60,2427,857,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
414,73,02-11-26,7.38,1:01:11,61.18,8:17,113,2459,998,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
415,73,02-12-26,6.80,0:57:53,57.88,8:31,71,2427,917,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
416,73,02-13-26,7.42,1:00:15,60.25,8:07,113,2459,1003,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
417,73,02-14-26,6.61,0:54:48,54.80,8:17,61,2427,892,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
418,73,02-15-26,7.40,0:58:30,58.50,7:54,114,2459,1001,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
419,74,02-16-26,7.40,1:03:41,63.68,8:36,113,2459,1001,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
420,74,02-17-26,6.13,0:52:45,52.75,8:36,61,2427,827,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
421,74,02-17-26,7.38,1:05:24,65.40,8:52,113,2459,999,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
422,74,02-18-26,6.29,0:53:42,53.70,8:32,104,2551,850,Strava,Saucony Cohesion 17,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
423,74,02-19-26,6.56,0:55:05,55.08,8:24,61,2427,885,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
424,74,02-20-26,6.60,0:58:14,58.23,8:49,69,2427,891,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
425,74,02-21-26,6.58,0:56:03,56.05,8:31,61,2427,888,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
426,74,02-22-26,4.05,0:35:01,35.02,8:39,33,2427,546,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
427,75,02-23-26,7.48,1:01:47,61.78,8:16,113,2459,1011,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
428,75,02-24-26,7.39,1:02:06,62.10,8:24,113,2459,999,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
429,75,02-25-26,7.41,0:52:31,52.52,7:05,114,2459,1003,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
430,75,02-26-26,6.24,0:59:15,59.25,9:30,116,2459,844,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
431,75,02-27-26,7.71,1:01:38,61.63,8:00,116,2459,1042,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
432,75,02-28-26,6.16,0:50:35,50.58,8:13,65,2427,831,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
433,75,03-01-26,7.53,1:00:26,60.43,8:02,115,2459,1018,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
434,76,03-02-26,7.41,1:01:46,61.77,8:20,113,2459,1002,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
435,76,03-03-26,7.64,1:02:11,62.18,8:08,114,2459,1033,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
436,76,03-03-26,5.56,0:49:30,49.50,8:54,60,2427,750,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
437,76,03-04-26,7.57,1:08:43,68.72,9:05,116,2459,1024,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
438,76,03-07-26,7.51,0:58:15,58.25,7:45,115,2459,1016,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
439,77,03-09-26,7.21,1:00:45,60.75,8:26,63,2427,972,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
440,77,03-11-26,6.73,0:57:55,57.92,8:36,62,2427,908,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
441,77,03-12-26,6.70,0:53:09,53.15,7:56,63,2427,904,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
442,77,03-13-26,8.83,1:15:26,75.43,8:33,115,2459,1193,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
443,77,03-14-26,6.67,0:55:58,55.97,8:23,62,2427,900,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
444,77,03-15-26,12.00,1:39:14,99.23,8:16,224,2459,1624,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
445,78,03-16-26,6.66,0:53:37,53.62,8:03,63,2427,898,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
446,78,03-17-26,6.74,0:54:32,54.53,8:06,63,2427,908,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
447,78,03-18-26,6.31,0:55:52,55.87,8:52,97,2551,852,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
448,78,03-19-26,6.68,0:55:39,55.65,8:20,62,2427,901,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
449,78,03-19-26,6.57,0:59:49,59.82,9:07,68,2427,885,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
450,78,03-20-26,6.72,0:56:15,56.25,8:22,62,2427,906,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
451,78,03-21-26,6.66,0:58:43,58.72,8:49,63,2427,898,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
452,78,03-22-26,6.68,0:56:23,56.38,8:26,62,2427,901,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
453,79,03-23-26,6.79,0:57:17,57.28,8:26,62,2427,916,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
454,79,03-24-26,6.64,0:55:14,55.23,8:19,62,2427,895,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
455,79,03-25-26,6.35,0:55:46,55.77,8:47,104,2551,857,Strava,Asics Gel-Contend 9,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
456,79,03-26-26,6.54,0:58:31,58.52,8:57,61,2427,882,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
457,79,03-27-26,7.48,1:05:18,65.30,8:44,115,2459,1011,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
458,79,03-28-26,7.49,1:03:03,63.05,8:25,115,2459,1012,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
459,79,03-29-26,7.46,1:02:08,62.13,8:19,115,2459,1009,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
460,80,03-30-26,7.56,1:04:03,64.05,8:28,116,2459,1022,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
461,80,03-31-26,7.49,1:05:52,65.87,8:48,115,2459,1012,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
462,80,04-01-26,6.22,0:53:44,53.73,8:38,104,2551,841,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
463,80,04-02-26,7.57,1:02:09,62.15,8:12,115,2459,1024,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
464,80,04-03-26,7.46,1:02:33,62.55,8:23,114,2459,1009,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
465,80,04-04-26,9.12,1:18:52,78.87,8:39,115,2459,1232,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
466,80,04-05-26,7.50,1:04:34,64.57,8:36,115,2459,1014,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
467,81,04-06-26,9.10,1:18:46,78.77,8:40,115,2459,1229,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
468,81,04-07-26,9.17,1:17:45,77.75,8:29,116,2458,1239,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
469,81,04-08-26,6.31,0:55:43,55.72,8:50,31,2553,850,Strava,Asics Gel-Contend 9,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
470,81,04-09-26,7.36,1:11:43,71.72,9:44,114,2458,995,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
471,81,04-10-26,8.88,1:17:45,77.75,8:45,116,2450,1199,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
472,81,04-11-26,6.67,0:59:07,59.12,8:52,80,2427,899,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
473,81,04-12-26,7.52,1:04:28,64.47,8:35,114,2458,1016,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
474,82,04-13-26,7.44,1:00:01,60.02,8:04,112,2457,1006,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
475,82,04-14-26,7.48,1:06:26,66.43,8:53,114,2458,1012,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
476,82,04-15-26,9.12,1:20:20,80.33,8:48,115,2458,1232,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
477,82,04-16-26,7.42,1:04:54,64.90,8:45,114,2458,1002,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
478,82,04-17-26,6.53,0:59:49,59.82,9:10,61,2427,880,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
479,82,04-18-26,7.44,1:04:09,64.15,8:37,114,2458,1006,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
480,82,04-19-26,8.86,1:13:19,73.32,8:17,100,2439,1195,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
481,83,04-20-26,7.40,1:01:36,61.60,8:19,113,2458,1000,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
482,83,04-21-26,7.43,1:03:56,63.93,8:37,114,2458,1003,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
483,83,04-22-26,8.05,1:09:21,69.35,8:37,108,2550,1087,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
484,83,04-23-26,7.42,1:02:16,62.27,8:23,113,2458,1003,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
485,83,04-24-26,6.56,0:54:23,54.38,8:18,61,2427,884,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
486,83,04-25-26,7.37,1:06:45,66.75,9:03,113,2458,996,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
487,83,04-26-26,9.06,1:17:34,77.57,8:33,115,2458,1225,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
488,84,04-27-26,9.10,1:19:01,79.02,8:41,116,2458,1229,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
489,84,04-28-26,6.24,0:57:19,57.32,9:11,72,2427,841,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
490,84,04-29-26,8.02,1:09:13,69.22,8:38,107,2550,1083,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
491,84,04-30-26,6.53,0:53:59,53.98,8:16,61,2427,880,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
492,84,05-01-26,7.52,1:06:44,66.73,8:53,114,2458,1016,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
493,84,05-02-26,7.45,1:03:46,63.77,8:34,114,2458,1006,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
494,84,05-03-26,7.45,1:01:40,61.67,8:16,114,2458,1007,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
495,85,05-04-26,9.04,1:24:12,84.20,9:19,115,2458,1220,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
496,85,05-05-26,9.04,1:22:44,82.73,9:09,121,2458,1221,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
497,85,05-06-26,6.41,0:57:41,57.68,9:00,107,2550,867,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
498,85,05-07-26,9.06,1:23:30,83.50,9:13,115,2458,1224,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
499,85,05-07-26,3.28,0:30:02,30.03,9:09,31,2427,442,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
500,85,05-08-26,9.05,1:25:33,85.55,9:27,115,2458,1223,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
501,85,05-09-26,9.04,1:24:09,84.15,9:19,115,2458,1222,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
502,85,05-10-26,7.14,1:08:15,68.25,9:33,113,2458,965,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
503,86,05-11-26,10.68,1:35:37,95.62,8:57,117,2458,1442,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
504,86,05-12-26,8.79,1:18:47,78.78,8:58,83,2430,1186,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
505,86,05-13-26,4.53,0:34:47,34.78,7:40,33,2695,611,Strava,Asics Gel-Contend 9,Boise,Run Club,Asphalt,BRC,Greenbelt - Idaho River Sports
506,86,05-13-26,3.38,0:31:05,31.08,9:11,31,2427,456,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
507,86,05-14-26,10.75,1:30:37,90.62,8:26,118,2458,1452,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
508,86,05-15-26,10.44,1:36:19,96.32,9:14,117,2458,1410,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
509,86,05-16-26,10.04,1:24:24,84.40,8:24,203,2458,1359,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
510,86,05-17-26,8.38,1:10:34,70.57,8:25,201,2458,1135,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
511,86,05-17-26,5.42,0:44:43,44.72,8:15,57,2427,730,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
512,87,05-18-26,6.80,0:53:28,53.47,7:52,63,2427,916,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
513,87,05-19-26,13.13,1:51:10,111.17,8:28,313,2458,1780,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
514,87,05-19-26,12.12,1:43:59,103.98,8:35,292,2458,1642,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
515,87,05-20-26,6.23,0:59:55,59.92,9:37,107,2550,843,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
516,87,05-21-26,12.42,1:54:48,114.80,9:15,289,2458,1683,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
517,87,05-22-26,11.42,1:38:25,98.42,8:37,299,2458,1548,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
518,87,05-23-26,6.42,0:53:47,53.78,8:22,114,2455,868,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
519,87,05-24-26,13.55,2:04:46,124.77,9:12,319,2458,1836,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
520,88,05-25-26,13.14,1:57:59,117.98,8:59,311,2458,1780,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
521,88,05-26-26,13.13,1:49:07,109.12,8:19,298,2458,1779,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
522,88,05-27-26,5.01,0:54:21,54.35,10:51,99,2550,678,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
523,88,05-27-26,8.15,1:08:28,68.47,8:24,201,2458,1104,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
524,88,05-28-26,12.43,1:50:28,110.47,8:53,297,2458,1684,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
525,88,05-29-26,10.50,1:29:10,89.17,8:29,276,2458,1425,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
526,88,05-30-26,6.29,0:54:51,54.85,8:44,61,2427,847,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
527,88,05-31-26,12.65,1:55:16,115.27,9:07,307,2458,1714,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
528,88,05-31-26,10.98,1:39:45,99.75,9:05,280,2458,1490,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
529,89,06-01-26,11.01,1:34:53,97.88,8:37,282,2458,1493,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
530,89,06-02-26,9.52,1:20:37,80.62,8:28,262,2458,1292,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
531,89,06-03-26,6.38,0:56:56,56.93,8:55,107,2550,862,Strava,Asics Gel-Venture 10,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
532,89,06-04-26,11.00,1:38:59,98.98,9:00,283,2458,1493,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
533,89,06-05-26,10.20,1:29:00,89.00,8:44,274,2458,1385,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
534,89,06-06-26,16.01,2:29:39,149.65,9:21,323,2458,2167,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
535,89,06-07-26,9.47,1:30:02,90.03,9:30,1274,3895,1374,Strava,Asics Gel-Venture 10,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
536,89,06-07-26,9.99,1:32:42,92.70,9:17,260,2458,1355,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
537,89,06-07-26,16.42,3:32:46,212.77,12:57,414,2458,2226,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
538,90,06-08-26,6.26,0:53:49,53.82,8:36,52,2429,844,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
539,90,06-08-26,5.00,0:45:42,45.70,9:08,57,2427,674,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
540,90,06-09-26,7.00,1:00:10,60.17,8:36,197,2458,950,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
541,90,06-10-26,8.04,1:17:39,77.65,9:39,107,2550,1087,Strava,Asics Gel-Venture 11,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
542,90,06-11-26,12.12,1:44:29,104.48,8:37,297,2458,1643,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
543,90,06-12-26,6.24,0:54:28,54.47,8:44,44,2429,841,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
544,90,06-13-26,11.11,1:32:58,92.97,8:22,284,2458,1507,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
545,90,06-14-26,5.10,0:48:35,48.58,9:32,33,2429,687,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
546,90,06-14-26,10.62,1:35:22,95.37,8:59,269,2458,1441,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
547,90,06-14-26,8.20,1:22:35,82.58,10:04,233,2458,1114,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
548,91,06-15-26,6.24,0:55:35,55.58,8:54,123,2458,845,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
549,91,06-16-26,6.50,0:55:35,55.58,8:33,61,2427,876,Strava,Asics Gel-Contend 9,Caldwell,Solo,Concrete,,
550,91,06-17-26,6.60,0:52:43,52.72,7:59,61,2427,890,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
551,91,06-17-26,8.07,1:11:16,71.27,8:50,107,2550,1090,Strava,Asics Gel-Venture 11,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
552,91,06-18-26,6.25,0:49:40,49.67,7:57,61,2427,842,Strava,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
553,91,06-19-26,6.56,0:54:34,54.57,8:19,61,2427,884,Strava,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
554,91,06-20-26,3.13,0:19:16,19.27,6:09,54,2409,275,Garmin,Asics Gel-Nimbus 28,Caldwell,Race,Asphalt,Caldwell Classic 5K,Downtown Caldwell
555,91,06-20-26,3.67,0:34:14,34.23,9:20,39,2440,363,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
556,91,06-21-26,9.30,1:41:03,101.05,10:52,1365,3934,1382,Strava,Asics Gel-Venture 11,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
557,91,06-21-26,4.23,0:41:34,41.57,9:50,52,2435,443,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
558,92,06-22-26,9.00,1:14:44,74.73,8:18,135,2478,936,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
559,92,06-23-26,4.00,0:35:01,35.02,8:45,34,2427,540,Strava,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
560,92,06-23-26,3.84,0:28:48,28.80,7:30,33,2710,519,Strava,Asics Gel-Nimbus 28,Boise,Run Club,Asphalt,BRC,Greenbelt - Payette Brewing
561,92,06-24-26,6.22,1:00:50,60.83,9:47,135,2560,627,Garmin,Asics Gel-Venture 11,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
562,92,06-24-26,6.48,0:59:18,59.30,9:09,69,2432,652,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
563,92,06-25-26,6.54,0:57:46,57.77,8:50,66,2431,639,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
564,92,06-26-26,7.29,1:03:33,63.55,8:43,161,2461,732,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
565,92,06-27-26,11.14,1:34:10,94.17,8:27,315,2459,1039,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
566,92,06-28-26,6.48,1:00:20,60.33,9:19,66,2432,634,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
567,92,06-28-26,9.09,1:28:14,88.23,9:42,1306,4007,991,Garmin,Asics Gel-Venture 11,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
568,93,06-29-26,10.51,1:28:04,88.07,8:23,308,2469,1058,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
569,93,06-30-26,6.25,0:53:34,53.57,8:34,75,2429,626,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
570,93,07-01-26,6.23,0:54:41,54.68,8:47,118,2549,629,Garmin,Asics Gel-Venture 11,Nampa,Run Club,Gravel Road,BAR,Kingfisher Trail
571,93,07-02-26,12.64,1:49:19,109.32,8:39,322,2466,1367,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
572,93,07-03-26,6.50,0:51:50,51.83,7:58,56,2432,666,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
573,93,07-04-26,12.52,1:56:12,116.20,9:17,305,2461,1294,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
574,93,07-04-26,12.50,2:07:54,127.90,10:14,331,2451,1274,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
575,93,07-05-26,9.11,1:25:47,85.78,9:25,1247,3900,1011,Garmin,Asics Gel-Venture 11,Boise,Run Club,Dirt Hills,BAR,Camel's Back Trail
576,93,07-05-26,3.90,0:33:30,33.50,8:35,46,2428,403,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
577,94,07-06-26,12.50,1:56:55,116.92,9:21,413,2459,1304,Garmin,Saucony Cohesion 17,Caldwell,Solo,Concrete,,
578,94,07-07-26,6.42,0:59:49,59.82,9:19,72,2430,651,Garmin,Asics Gel-Nimbus 28,Caldwell,Solo,Concrete,,
579,94,07-07-26,3.92,0:30:12,30.20,7:42,23,2711,430,Garmin,Asics Novablast 6,Boise,Run Club,Track,BAR,Boise High School Track
